Unnamed: 0,SN,Movie,Worldwide,India Net,India Gross,Overseas,Budget,Verdict,Movie,imdb_id,Run_time (min),Released_month,imdb_Rating,imdb_Votes
445,446,Sarkar,380000000,240000000,330000000,40000000,130000000,Above Average,Sarkar,tt7715202,163.0,Nov,6.7,23180.0
446,447,Katti Batti,420000000,240000000,330000000,90000000,300000000,Flop,Katti Batti,tt4467262,135.0,Sep,4.7,3301.0
447,448,Mr. X,370000000,240000000,330000000,30000000,350000000,Flop,Mr. X,tt3848938,133.0,Apr,3.7,2405.0
448,449,Khoobsurat,530000000,240000000,330000000,200000000,180000000,Average,Khoobsurat,tt3554418,130.0,Sep,6.4,9288.0
448,449,Khoobsurat,530000000,240000000,330000000,200000000,180000000,Average,Khoobsurat,tt3554418,130.0,Sep,6.4,9288.0
449,450,Indian,410000000,240000000,400000000,10000000,130000000,Hit,Indian,tt0116630,185.0,May,8.1,15423.0
450,451,Enthiran,2910000000,240000000,2160000000,750000000,1320000000,All Time Blockbuster,Enthiran,tt1305797,174.0,Oct,7.1,31156.0
451,452,D Day,390000000,230000000,320000000,70000000,260000000,Flop,D Day,tt2385104,153.0,Jul,7.2,10371.0
452,453,Bombay Velvet,430000000,230000000,310000000,110000000,1150000000,Disaster,Bombay Velvet,tt2979920,149.0,May,5.5,6527.0
453,454,Saand Ki Aankh,310000000,230000000,280000000,30000000,200000000,Above Average,Saand Ki Aankh,tt8108206,146.0,Oct,7.5,6101.0
454,455,Bhoothnath,370000000,230000000,310000000,50000000,200000000,Average,Bhoothnath,tt0991346,150.0,May,6.4,11813.0
455,456,OK Jaanu,390000000,230000000,320000000,60000000,270000000,Flop,OK Jaanu,tt5764024,135.0,Jan,5.3,5104.0
456,457,Lakshya,400000000,230000000,320000000,70000000,300000000,Flop,Lakshya,tt0323013,186.0,Jun,7.8,26869.0
457,458,Dil Bole Hadippa!,430000000,230000000,310000000,110000000,250000000,Flop,Dil Bole Hadippa!,tt1202540,148.0,Sep,4.7,4805.0
458,459,Thackeray,500000000,230000000,460000000,40000000,400000000,Above Average,Thackeray,tt7777196,120.0,Jan,5.4,3808.0
459,460,Dus,370000000,230000000,310000000,60000000,210000000,Average,Dus,tt13782010,,,,162.0
460,461,Omkara,410000000,230000000,310000000,100000000,250000000,Flop,Omkara,tt0488414,155.0,Jul,8.0,22379.0
461,462,Black,390000000,230000000,320000000,70000000,200000000,Average,Black,tt0375611,122.0,Feb,8.1,36621.0
462,463,Munna Bhai M.B.B.S.,340000000,220000000,310000000,30000000,100000000,Hit,Munna Bhai M.B.B.S.,tt0374887,156.0,Dec,8.1,91098.0
464,465,36 China Town,360000000,220000000,300000000,50000000,180000000,Above Average,36 China Town,tt0477252,140.0,May,5.8,5491.0
465,466,Mission Kashmir,420000000,220000000,370000000,40000000,200000000,Average,Mission Kashmir,tt0248185,154.0,Oct,6.6,7748.0
467,468,Pardes,400000000,220000000,340000000,60000000,80000000,SuperHit,Pardes,tt0119861,191.0,Dec,6.9,16392.0
468,469,Billu,460000000,220000000,290000000,160000000,240000000,Below Average,Billu,tt1230448,137.0,Feb,6.4,13974.0
469,470,Kismat Konnection,370000000,220000000,300000000,70000000,250000000,Flop,Kismat Konnection,tt1105733,153.0,Jul,5.3,6195.0
470,471,1920 - Evil Returns,300000000,220000000,300000000,0,80000000,Above Average,1920 - Evil Returns,tt2222550,124.0,Nov,4.9,2425.0
471,472,Mere Baap Pehle Aap,350000000,220000000,300000000,50000000,180000000,Below Average,Mere Baap Pehle Aap,tt1170404,163.0,Jun,5.5,2659.0
472,473,Joker,320000000,220000000,300000000,10000000,470000000,Disaster,Joker,tt7286456,122.0,Oct,8.3,1619842.0
473,474,Murder 3,330000000,220000000,300000000,20000000,150000000,Below Average,Murder 3,tt2429640,124.0,Feb,5.0,2892.0
474,475,Ek Ladki Ko Dekha Toh Aisa Laga,440000000,220000000,260000000,180000000,500000000,Flop,Ek Ladki Ko Dekha Toh Aisa Laga,tt8108164,120.0,Feb,5.6,4862.0
475,476,Mrs Chatterjee Vs Norway,370000000,220000000,260000000,110000000,200000000,Hit,Mrs Chatterjee Vs Norway,tt14295590,144.0,Mar,7.3,10512.0
476,477,Chandigarh Kare Aashiqui,300000000,220000000,240000000,50000000,400000000,0,Chandigarh Kare Aashiqui,tt12861850,117.0,Dec,6.7,15493.0
477,478,Saawariya,390000000,220000000,270000000,120000000,450000000,Disaster,Saawariya,tt0758053,142.0,Nov,5.2,8510.0
478,479,Shamitabh,370000000,220000000,300000000,70000000,400000000,Disaster,Shamitabh,tt3836958,155.0,Feb,6.7,7992.0
480,481,Taal,500000000,220000000,340000000,150000000,150000000,Hit,Taal,tt0152836,179.0,Aug,6.6,6112.0
481,482,Aurangzeb,340000000,220000000,290000000,50000000,220000000,Flop,Aurangzeb,tt2804026,137.0,May,6.4,4522.0
482,483,Rocketry: The Nambi Effect,450000000,220000000,400000000,50000000,10000000,0,Rocketry: The Nambi Effect,tt9263550,157.0,Jul,8.7,60208.0
483,484,Happy Phirr Bhag Jayegi,310000000,210000000,280000000,30000000,300000000,Flop,Happy Phirr Bhag Jayegi,tt7881542,136.0,Aug,4.5,1518.0
484,485,Roohi,280000000,210000000,250000000,30000000,250000000,Average,Roohi,tt10098288,134.0,Mar,4.3,11171.0
485,486,Apne,380000000,210000000,290000000,90000000,180000000,Average,Apne,tt0814014,173.0,Jun,6.1,3610.0
486,487,Black Adam,29850000000,210000000,570000000,29270000000,15000000000,0,Black Adam,tt6443346,125.0,Oct,6.2,292391.0
487,488,Jurassic World: Dominion,40000000000,210000000,740000000,27000000000,10000000,0,Jurassic World: Dominion,tt8041270,147.0,Jun,5.6,230644.0
489,490,"Saheb, Biwi Aur Gangster Returns",290000000,210000000,290000000,0,190000000,Below Average,"Saheb, Biwi Aur Gangster Returns",tt2362778,142.0,Mar,6.7,4184.0
490,491,Black Panther: Wakanda Forever,66340000000,210000000,870000000,65460000000,12500000000,Hit,Black Panther: Wakanda Forever,tt9114286,161.0,Nov,6.6,333961.0
491,492,Nautanki Saala,320000000,210000000,290000000,30000000,150000000,Average,Nautanki Saala,tt2341766,119.0,Apr,5.8,4509.0
492,493,Pyaar To Hona Hi Tha,310000000,210000000,290000000,10000000,70000000,SuperHit,Pyaar To Hona Hi Tha,tt0173081,156.0,Jul,6.6,3704.0
493,494,Heropanti 2,280000000,210000000,250000000,20000000,800000000,Disaster,Heropanti 2,tt11873440,145.0,Apr,2.3,27743.0
494,495,Hum Tum,410000000,210000000,300000000,110000000,80000000,Hit,Hum Tum,tt0378072,143.0,May,7.0,15331.0
495,496,Raaz,350000000,210000000,340000000,0,50000000,Blockbuster,Raaz,tt0307873,151.0,Feb,6.6,4280.0
496,497,Soldier,370000000,210000000,350000000,20000000,80000000,SuperHit,Soldier,tt0120157,99.0,Oct,6.1,61551.0
498,499,Mulk,300000000,200000000,270000000,30000000,180000000,Above Average,Mulk,tt7618184,140.0,Aug,7.2,21854.0
499,500,Baghban,430000000,200000000,280000000,140000000,120000000,Hit,Baghban,tt0337578,181.0,Oct,7.4,17875.0
500,501,Luck,330000000,200000000,280000000,50000000,350000000,Flop,Luck,tt7214954,105.0,Aug,6.4,33032.0
501,502,Rangoon,390000000,200000000,280000000,110000000,600000000,Disaster,Rangoon,tt4909752,170.0,Feb,5.6,5132.0
502,503,U Me Aur Hum,390000000,200000000,270000000,110000000,250000000,Flop,U Me Aur Hum,tt1039995,156.0,Apr,5.8,2700.0
503,504,A Gentleman,380000000,200000000,280000000,90000000,650000000,Disaster,A Gentleman,tt5613834,145.0,Aug,6.3,7723.0
504,505,Newton,280000000,200000000,280000000,0,150000000,Average,Newton,tt6484982,106.0,Sep,7.6,21546.0
505,506,Jersey,260000000,200000000,220000000,30000000,600000000,Disaster,Jersey,tt8948790,157.0,Apr,8.5,24116.0
506,507,Life Partner,320000000,200000000,270000000,40000000,190000000,Below Average,Life Partner,tt1229366,138.0,Aug,5.3,1452.0
507,508,Blackmail,300000000,200000000,270000000,30000000,200000000,Above Average,Blackmail,tt6972140,138.0,Apr,7.2,12638.0
508,509,Rangeela,330000000,200000000,320000000,0,50000000,Blockbuster,Rangeela,tt0114234,142.0,Sep,7.4,10707.0
509,510,Karwaan,290000000,200000000,260000000,30000000,200000000,Average,Karwaan,tt7919680,114.0,Aug,7.6,18343.0
510,511,The Ghazi Attack,340000000,200000000,270000000,70000000,160000000,Average,The Ghazi Attack,tt6299040,116.0,Feb,7.5,14926.0
511,512,Dil Chahta Hai,380000000,200000000,320000000,60000000,130000000,Above Average,Dil Chahta Hai,tt0292490,183.0,Aug,8.1,76921.0
512,513,Rocket Singh: Salesman of the Year,330000000,200000000,260000000,70000000,160000000,Above Average,Rocket Singh: Salesman of the Year,tt1434447,150.0,Dec,7.5,22603.0
513,514,Kaante,410000000,200000000,320000000,90000000,280000000,Below Average,Kaante,tt0294662,150.0,Dec,6.6,5585.0
514,515,Masti,340000000,200000000,270000000,60000000,100000000,Hit,Masti,tt0406977,166.0,Apr,6.2,7142.0
515,516,Waqt: The Race Against Time,420000000,200000000,290000000,130000000,160000000,Average,Waqt: The Race Against Time,tt0390614,153.0,Apr,6.7,10237.0
516,517,The Accidental Prime Minister,260000000,200000000,240000000,20000000,250000000,Flop,The Accidental Prime Minister,tt6986710,112.0,Jan,6.0,8237.0
517,518,The Sky Is Pink,280000000,200000000,230000000,50000000,240000000,Flop,The Sky Is Pink,tt8902990,143.0,Oct,7.6,10002.0
518,519,Kidnap,330000000,200000000,270000000,60000000,270000000,Flop,Kidnap,tt1458169,95.0,Aug,5.9,40323.0
519,520,Raja,330000000,200000000,320000000,10000000,40000000,Blockbuster,Raja,tt0114230,168.0,,5.0,1055.0
520,521,The Lunchbox,1000000000,200000000,270000000,730000000,220000000,Average,The Lunchbox,tt2350496,104.0,Sep,7.8,62347.0
521,522,Sunday,310000000,200000000,270000000,40000000,200000000,Below Average,Sunday,tt1039989,135.0,Jan,5.5,3000.0
522,523,Hulchul,310000000,200000000,280000000,30000000,100000000,Hit,Hulchul,tt0437238,149.0,Nov,7.0,9583.0
522,523,Hulchul,310000000,200000000,280000000,30000000,100000000,Hit,Hulchul,tt0437238,149.0,Nov,7.0,9583.0
523,524,Tere Naal Love Ho Gaya,310000000,190000000,260000000,40000000,130000000,Average,Tere Naal Love Ho Gaya,tt2130242,130.0,Feb,5.9,4644.0
524,525,Badhaai Do,230000000,190000000,200000000,30000000,300000000,Disaster,Badhaai Do,tt11934846,147.0,Feb,7.0,21663.0
526,527,Krazzy 4,310000000,190000000,260000000,50000000,160000000,Average,Krazzy 4,tt1182908,110.0,Apr,4.2,2344.0
527,528,Chance Pe Dance,290000000,190000000,260000000,30000000,260000000,Flop,Chance Pe Dance,tt1392744,122.0,Jan,4.8,3124.0
528,529,Agni Sakshi,310000000,190000000,300000000,0,40000000,Blockbuster,Agni Sakshi,tt0115484,142.0,Mar,6.2,793.0
529,530,Radhe Shyam,1440000000,190000000,1170000000,260000000,3500000000,Disaster,Radhe Shyam,tt8960382,138.0,Mar,5.2,32479.0
530,531,Ungli,290000000,190000000,260000000,30000000,350000000,Disaster,Ungli,tt2392447,114.0,Nov,5.8,4242.0
531,532,Fitoor,390000000,190000000,260000000,130000000,700000000,Disaster,Fitoor,tt4399594,131.0,Feb,5.4,5417.0
532,533,Chalte Chalte,400000000,190000000,260000000,140000000,110000000,Hit,Chalte Chalte,tt0346723,167.0,Jun,6.5,16993.0
533,534,Alone,290000000,190000000,250000000,30000000,180000000,Below Average,Alone,tt7711170,98.0,Sep,6.2,31488.0
534,535,Lipstick Under My Burkha,260000000,190000000,250000000,0,60000000,Hit,Lipstick Under My Burkha,tt4807830,117.0,Sep,6.8,7413.0
535,536,Te3n,330000000,190000000,250000000,80000000,340000000,Flop,Te3n,tt4814290,136.0,Jun,7.2,13995.0
536,537,Dolly Ki Doli,280000000,190000000,250000000,20000000,180000000,Below Average,Dolly Ki Doli,tt4332114,98.0,Jan,4.6,3228.0
537,538,Bade Miyan Chote Miyan,350000000,190000000,320000000,20000000,100000000,Hit,Bade Miyan Chote Miyan,tt18072316,163.0,Apr,3.8,38814.0
538,539,Barsaat,330000000,190000000,320000000,10000000,80000000,SuperHit,Barsaat,tt0112459,166.0,Oct,5.6,1441.0
539,540,Kaal,320000000,180000000,250000000,60000000,110000000,Average,Kaal,tt0415908,126.0,Apr,4.7,6140.0
540,541,Dulhan Hum Le Jayenge,360000000,180000000,310000000,50000000,110000000,Hit,Dulhan Hum Le Jayenge,tt0247992,158.0,Jan,5.1,3946.0
541,542,Jabariya Jodi,250000000,180000000,220000000,30000000,300000000,Flop,Jabariya Jodi,tt8785426,125.0,Aug,4.0,1862.0
543,544,Sarfarosh,290000000,180000000,250000000,40000000,80000000,Hit,Sarfarosh,tt0200087,174.0,Apr,8.1,27563.0
544,545,Jodi No.1,340000000,180000000,310000000,20000000,100000000,Hit,Jodi No.1,tt3425064,135.0,Mar,,5.0
545,546,Liger,560000000,180000000,480000000,70000000,1250000000,Disaster,Liger,tt4435072,140.0,Aug,2.6,48069.0
546,547,Chori Chori Chupke Chupke,370000000,180000000,310000000,60000000,100000000,Hit,Chori Chori Chupke Chupke,tt0256692,165.0,Mar,5.5,5416.0
547,548,Madaari,280000000,180000000,240000000,40000000,200000000,Flop,Madaari,tt5713232,133.0,Jul,7.6,15363.0
548,549,Ziddi,320000000,180000000,310000000,0,70000000,SuperHit,Ziddi,tt0120551,170.0,Apr,5.9,1838.0
549,550,Bluffmaster!,310000000,180000000,240000000,70000000,80000000,Above Average,Bluffmaster!,tt0476527,137.0,Dec,6.6,6831.0
550,551,Gupt: The Hidden Truth,330000000,180000000,310000000,10000000,90000000,Hit,Gupt: The Hidden Truth,tt0119239,173.0,Aug,7.3,5802.0
551,552,Pyaar Kiya To Darna Kya,330000000,180000000,250000000,80000000,80000000,SuperHit,Pyaar Kiya To Darna Kya,tt0173080,162.0,Mar,6.6,6131.0
552,553,Jayeshbhai Jordaar,170000000,170000000,210000000,30000000,10000000,Disaster,Jayeshbhai Jordaar,tt10393870,121.0,May,6.0,44134.0
553,554,Begum Jaan,0,170000000,0,0,10000000,0,Begum Jaan,tt5785116,128.0,Apr,5.6,3018.0
554,555,Josh,340000000,170000000,280000000,50000000,150000000,Average,Josh,tt0151150,162.0,Jun,6.1,11238.0
555,556,Fool n Final,270000000,170000000,230000000,30000000,230000000,Flop,Fool n Final,tt0493417,144.0,Jun,3.6,2339.0
556,557,Main Prem Ki Diwani Hoon,380000000,170000000,270000000,110000000,210000000,Flop,Main Prem Ki Diwani Hoon,tt0265148,197.0,Jun,3.8,5213.0
557,558,Creature,250000000,170000000,230000000,10000000,250000000,Flop,Creature,tt0088961,95.0,Mar,4.4,4822.0
558,559,Break Ke Baad,290000000,170000000,230000000,50000000,190000000,Flop,Break Ke Baad,tt1578261,118.0,Nov,5.2,4641.0
559,560,Aankhen,290000000,170000000,230000000,50000000,150000000,Average,Aankhen,tt0306434,165.0,Apr,7.4,14157.0
559,560,Aankhen,290000000,170000000,230000000,50000000,150000000,Average,Aankhen,tt0306434,165.0,Apr,7.4,14157.0
560,561,7 Khoon Maaf,270000000,170000000,230000000,30000000,210000000,Flop,7 Khoon Maaf,tt1629376,137.0,Feb,6.3,6837.0
561,562,Qayamat: City Under Threat,280000000,170000000,230000000,40000000,160000000,Average,Qayamat: City Under Threat,tt0364621,180.0,Jul,4.8,2599.0
562,563,Attack - Part 1,220000000,170000000,180000000,30000000,550000000,Flop,Attack - Part 1,tt21363292,,Jan,,8.0
563,564,Laaga Chunari Mein Daag,350000000,170000000,230000000,120000000,150000000,Below Average,Laaga Chunari Mein Daag,tt0985636,122.0,Oct,5.4,2746.0
564,565,Simran,270000000,170000000,230000000,30000000,10000000,0,Simran,tt6405126,124.0,Sep,5.2,4559.0
565,566,Baabul,380000000,170000000,230000000,150000000,220000000,Flop,Baabul,tt0419468,169.0,Dec,5.4,3656.0
566,567,Mujhe Kucch Kehna Hai,290000000,170000000,280000000,10000000,70000000,SuperHit,Mujhe Kucch Kehna Hai,tt0284328,135.0,May,4.8,1297.0
567,568,Cheeni Kum,310000000,170000000,230000000,80000000,110000000,Above Average,Cheeni Kum,tt0976026,140.0,May,6.8,5730.0
568,569,Band Baaja Baaraat,300000000,170000000,230000000,60000000,130000000,Average,Band Baaja Baaraat,tt1610452,139.0,Dec,7.2,18508.0
569,570,Ajnabee,310000000,170000000,230000000,80000000,170000000,Average,Ajnabee,tt0278291,165.0,Sep,6.3,9306.0
570,571,Selfiee,240000000,170000000,200000000,40000000,1000000000,Disaster,Selfiee,tt15516726,148.0,Feb,5.7,13845.0
571,572,Aiyaary,300000000,170000000,210000000,80000000,650000000,Flop,Aiyaary,tt6774212,157.0,Feb,5.3,5298.0
572,573,Refugee,340000000,170000000,270000000,60000000,140000000,Average,Refugee,tt0250690,207.0,Jun,5.2,2199.0
573,574,Bombay Talkies,0,170000000,0,0,10000000,0,Bombay Talkies,tt2797242,127.0,May,6.6,5842.0
574,575,Hero No. 1,300000000,170000000,300000000,0,60000000,SuperHit,Hero No. 1,tt0119285,134.0,Feb,6.3,3512.0
575,576,Section 375,220000000,170000000,200000000,20000000,200000000,Below Average,Section 375,tt8144834,124.0,Sep,8.1,18621.0
576,577,Bewafaa,300000000,160000000,220000000,70000000,180000000,Average,Bewafaa,tt0363472,151.0,Feb,4.1,2647.0
577,578,Hum Aapke Dil Mein Rehte Hain,360000000,160000000,280000000,70000000,60000000,SuperHit,Hum Aapke Dil Mein Rehte Hain,tt0189592,168.0,Jan,5.5,1838.0
578,579,Qarib Qarib Singlle,240000000,160000000,220000000,10000000,150000000,Average,Qarib Qarib Singlle,tt10944632,4.0,Feb,7.4,9.0
579,580,Yuvvraaj,280000000,160000000,220000000,60000000,450000000,Disaster,Yuvvraaj,tt1105747,151.0,Nov,4.1,4773.0
580,581,Do Knot Disturb,270000000,160000000,220000000,50000000,280000000,Flop,Do Knot Disturb,tt1343362,126.0,Oct,3.7,1288.0
581,582,Parineeta,300000000,160000000,220000000,70000000,160000000,Below Average,Parineeta,tt0437407,130.0,Jun,7.2,9716.0
582,583,Mumbai Saga,220000000,160000000,190000000,20000000,400000000,Flop,Mumbai Saga,tt10483386,135.0,Mar,5.8,9991.0
583,584,Jeet,280000000,160000000,270000000,10000000,60000000,SuperHit,Jeet,tt0116690,180.0,Aug,5.8,2730.0
584,585,Humraaz,280000000,160000000,260000000,20000000,140000000,Average,Humraaz,tt0326576,173.0,Jul,6.4,3927.0
585,586,The Tashkent Files,200000000,160000000,190000000,0,80000000,SuperHit,The Tashkent Files,tt8108268,134.0,Apr,8.1,36304.0
586,587,Awara Paagal Deewana,270000000,160000000,210000000,50000000,130000000,Average,Awara Paagal Deewana,tt0319020,158.0,Jun,6.3,9622.0
587,588,Kachche Dhaage,280000000,160000000,270000000,10000000,100000000,Hit,Kachche Dhaage,tt0206067,144.0,Feb,6.0,1763.0
588,589,Swades,330000000,160000000,220000000,110000000,200000000,Flop,Swades,tt0367110,189.0,Dec,8.2,100779.0
589,590,1921,220000000,150000000,200000000,20000000,150000000,Above Average,1921,tt6958030,144.0,Jan,4.3,1552.0
590,591,Andaaz,280000000,150000000,210000000,70000000,80000000,Hit,Andaaz,tt0346507,145.0,May,5.2,2791.0
591,592,All Is Well,230000000,150000000,210000000,10000000,280000000,Flop,All Is Well,tt3547616,126.0,Aug,3.6,1707.0
592,593,Dhol,230000000,150000000,210000000,10000000,140000000,Average,Dhol,tt0995035,145.0,Sep,6.5,8030.0
594,595,Lajja,330000000,150000000,250000000,70000000,200000000,Flop,Lajja,tt0293342,202.0,Aug,6.6,2927.0
595,596,Life in a Metro,240000000,150000000,210000000,30000000,80000000,Above Average,Life in a Metro,tt0800956,132.0,May,7.4,13242.0
596,597,Aitraaz,260000000,150000000,210000000,50000000,110000000,Average,Aitraaz,tt0418460,160.0,Nov,6.6,11066.0
597,598,Kyaa Kool Hai Hum,210000000,150000000,200000000,0,50000000,Hit,Kyaa Kool Hai Hum,tt0456500,172.0,May,6.1,3997.0
599,600,Sholay,500000000,150000000,350000000,150000000,30000000,All Time Blockbuster,Sholay,tt0073707,162.0,Aug,8.1,60568.0
600,601,1920 London,220000000,150000000,200000000,20000000,150000000,Below Average,1920 London,tt5638500,120.0,May,4.2,2047.0
601,602,8 x 10 Tasveer,230000000,150000000,200000000,20000000,350000000,Disaster,8 x 10 Tasveer,tt1105709,122.0,Apr,5.4,6235.0
602,603,Apaharan,220000000,150000000,210000000,0,100000000,Above Average,Apaharan,tt0451631,173.0,Dec,7.4,5304.0
603,604,Tezz,260000000,150000000,200000000,50000000,520000000,Disaster,Tezz,tt1706317,121.0,Apr,4.1,2652.0
604,605,Har Dil Jo Pyar Karega,320000000,150000000,250000000,60000000,130000000,Average,Har Dil Jo Pyar Karega,tt0250415,173.0,Aug,5.1,4939.0
605,606,Guardians of the Galaxy Vol. 3,43500000000,150000000,540000000,25950000000,10000000,0,Guardians of the Galaxy Vol. 3,tt6791350,150.0,May,7.9,437309.0
606,607,Badal,250000000,150000000,250000000,0,100000000,Hit,Badal,tt0247944,166.0,Feb,5.0,1563.0
607,608,Deewane Huye Paagal,260000000,150000000,200000000,60000000,200000000,Flop,Deewane Huye Paagal,tt0444781,158.0,Nov,5.6,6056.0
608,609,Tere Naam,240000000,150000000,190000000,40000000,120000000,Average,Tere Naam,tt11047176,160.0,Jun,,5.0
609,610,Dev.D,190000000,150000000,190000000,0,110000000,Average,Dev.D,tt1327035,144.0,Feb,7.9,32649.0
610,611,Saathiya,280000000,150000000,230000000,40000000,70000000,Hit,Saathiya,tt0330843,138.0,Dec,6.8,7905.0
611,612,Ghatak,260000000,150000000,250000000,0,60000000,SuperHit,Ghatak,tt4771744,135.0,,7.3,170.0
612,613,Mela,280000000,150000000,240000000,30000000,160000000,Flop,Mela,tt0232079,172.0,Jan,3.7,5046.0
613,614,Zanjeer,220000000,150000000,200000000,20000000,450000000,Disaster,Zanjeer,tt0070947,145.0,May,7.5,4267.0
613,614,Zanjeer,220000000,150000000,200000000,20000000,450000000,Disaster,Zanjeer,tt0070947,145.0,May,7.5,4267.0
614,615,Haseena Maan Jaayegi,260000000,140000000,240000000,10000000,90000000,Hit,Haseena Maan Jaayegi,tt0267548,147.0,Jun,6.3,3772.0
616,617,Murder,210000000,140000000,200000000,0,50000000,SuperHit,Murder,tt3402236,114.0,Nov,6.5,312718.0
617,618,Baadshah,310000000,140000000,240000000,70000000,100000000,Above Average,Baadshah,tt0211934,175.0,Aug,6.9,20759.0
618,619,Koyla,270000000,140000000,250000000,20000000,120000000,Average,Koyla,tt0136352,166.0,Apr,6.2,10031.0
619,620,Jhund,230000000,140000000,170000000,50000000,10000000,Average,Jhund,tt8983228,176.0,Mar,7.4,25921.0
620,621,Freaky Ali,210000000,140000000,190000000,10000000,180000000,Flop,Freaky Ali,tt5943306,120.0,Sep,5.0,3032.0
621,622,Hamara Dil Aapke Paas Hai,290000000,140000000,230000000,50000000,80000000,Hit,Hamara Dil Aapke Paas Hai,tt0255212,165.0,Aug,5.5,2086.0
622,623,Fiza,310000000,140000000,230000000,70000000,50000000,Hit,Fiza,tt0248012,170.0,Sep,6.0,4541.0
623,624,Gulaab Gang,220000000,140000000,190000000,30000000,270000000,Flop,Gulaab Gang,tt2573750,139.0,Mar,6.0,2237.0
624,625,Khiladiyon Ka Khiladi,250000000,140000000,190000000,50000000,60000000,SuperHit,Khiladiyon Ka Khiladi,tt0246729,162.0,Jun,6.0,6268.0
625,626,Maine Pyar Kiya,270000000,140000000,230000000,40000000,40000000,All Time Blockbuster,Maine Pyar Kiya,tt0100095,192.0,Dec,7.3,13289.0
626,627,Bhoot,210000000,140000000,200000000,10000000,60000000,Hit,Bhoot,tt0341266,113.0,May,6.4,4215.0
627,628,Apna Sapna Money Money,190000000,140000000,190000000,0,80000000,Above Average,Apna Sapna Money Money,tt0493437,134.0,Nov,5.4,2347.0
628,629,Humko Deewana Kar Gaye,270000000,140000000,190000000,80000000,170000000,Flop,Humko Deewana Kar Gaye,tt0444840,155.0,Apr,5.2,4430.0
629,630,Satyameva Jayate 2,150000000,140000000,120000000,20000000,600000000,0,Satyameva Jayate 2,tt10739666,138.0,Nov,3.4,16217.0
630,631,Yuva,230000000,140000000,190000000,30000000,110000000,Below Average,Yuva,tt0382383,161.0,May,7.3,9490.0
631,632,Satya,180000000,140000000,180000000,0,30000000,SuperHit,Satya,tt0195231,170.0,Jul,8.3,17207.0
632,633,Teraa Surroor,200000000,140000000,180000000,10000000,150000000,Average,Teraa Surroor,tt5056470,106.0,Mar,2.7,981.0
633,634,Dhadkan,260000000,140000000,180000000,70000000,90000000,Average,Dhadkan,tt0255111,161.0,Aug,6.5,8272.0
634,635,Hindustan Ki Kasam,260000000,130000000,180000000,70000000,120000000,Average,Hindustan Ki Kasam,tt0207513,146.0,Jul,3.5,695.0
635,636,Bewakoofiyaan,210000000,130000000,180000000,30000000,190000000,Flop,Bewakoofiyaan,tt3483646,119.0,Mar,5.5,4611.0
636,637,Judaai,270000000,130000000,240000000,30000000,60000000,SuperHit,Judaai,tt0119427,167.0,Feb,6.1,2972.0
637,638,Bandit Queen,200000000,130000000,200000000,0,30000000,SuperHit,Bandit Queen,tt0109206,119.0,Jun,7.5,5448.0
638,639,Hum Tumhare Hain Sanam,310000000,130000000,180000000,120000000,120000000,Average,Hum Tumhare Hain Sanam,tt0222024,174.0,May,5.4,7428.0
639,640,Ant-Man and the Wasp: Quantumania,38900000000,130000000,550000000,21550000000,15000000000,Average,Ant-Man and the Wasp: Quantumania,tt10954600,124.0,Feb,6.0,252231.0
641,642,Dhan Dhana Dhan Goal,210000000,130000000,180000000,20000000,180000000,Flop,Dhan Dhana Dhan Goal,tt1120897,167.0,Nov,5.1,2919.0
642,643,Great Grand Masti,200000000,130000000,180000000,10000000,380000000,Disaster,Great Grand Masti,tt4675030,134.0,Jul,3.7,3313.0
643,644,Saajan Chale Sasural,230000000,130000000,230000000,0,40000000,SuperHit,Saajan Chale Sasural,tt0246905,134.0,Apr,5.9,1619.0
644,645,Company,230000000,130000000,210000000,20000000,80000000,Above Average,Company,tt0296574,142.0,Apr,8.0,16374.0
645,646,Chup Chup Ke,240000000,130000000,180000000,60000000,100000000,Average,Chup Chup Ke,tt0464160,164.0,Jun,7.0,13541.0
646,647,Aankhen,180000000,130000000,180000000,0,20000000,All Time Blockbuster,Aankhen,tt0306434,165.0,Apr,7.4,14157.0
646,647,Aankhen,180000000,130000000,180000000,0,20000000,All Time Blockbuster,Aankhen,tt0306434,165.0,Apr,7.4,14157.0
647,648,Deewana Mastana,240000000,130000000,230000000,10000000,70000000,Hit,Deewana Mastana,tt0118957,140.0,Sep,6.7,2915.0
648,649,Hunterrr,180000000,130000000,180000000,0,90000000,Average,Hunterrr,tt4333674,141.0,Mar,7.0,6877.0
649,650,Hate Story,170000000,130000000,170000000,0,90000000,Average,Hate Story,tt2309987,140.0,Apr,5.3,4067.0
650,651,Babumoshai Bandookbaaz,180000000,130000000,180000000,0,100000000,Average,Babumoshai Bandookbaaz,tt6711660,122.0,Aug,6.9,2564.0
651,652,Ghulam,230000000,130000000,210000000,10000000,70000000,Hit,Ghulam,tt0190419,162.0,Jun,7.2,12337.0
652,653,India's Most Wanted,180000000,130000000,150000000,20000000,300000000,Disaster,India's Most Wanted,tt8484942,123.0,May,4.7,2390.0
653,654,Bbuddah...Hoga Terra Baap,210000000,130000000,170000000,30000000,200000000,Flop,Bbuddah...Hoga Terra Baap,tt1869296,114.0,Jul,5.6,3053.0
654,655,Maa Tujhhe Salaam,210000000,130000000,210000000,0,120000000,Average,Maa Tujhhe Salaam,tt0307116,162.0,Jan,3.7,1351.0
